Tag Value,Owner Reputation,Owner User ID,Owner User Type,Owner Display Name,Is Answered,View Count,Answer Count,Score,Question ID,Last Activity Date,Gold Badges,Silver Badges,Bronze Badges
"material-ui, mui-x-data-grid, mui-x",3,22852823,registered,isimisi,True,16,1,0,78074100,1709128533,0,0,2
"php, regex",631,2981556,registered,Ashish,False,47,0,-5,78074949,1709128507,0,4,14
"javascript, conditional-operator",1493,343092,registered,Sam,True,158096,8,70,7757549,1709128487,1,3,9
google-apps-script,43,19617072,registered,Essem,False,11,0,-1,78074985,1709128461,0,0,6
"python-3.x, dictionary",275,8436290,registered,Nicolas REY,True,25,1,0,78074298,1709128449,0,2,10
"java, arrays, string, for-loop",17,22984918,registered,SAMSON JACK,True,100,2,1,77549536,1709128446,0,0,4
"flutter, firebase, kotlin",21,23482253,registered,Hazem.F_03,False,62,1,2,78058856,1709128439,0,0,3
"ruby-on-rails, ruby, actioncable, hotwire-rails",827,7818563,registered,evilGenious,False,44,1,1,78059452,1709128438,0,3,10
"oauth, oracle-apex, oracle-ords",1,22906432,registered,Stepitup,False,40,1,0,78061568,1709128395,0,0,2
"php, laravel",73,1459665,registered,Don,False,32,1,0,78069912,1709128394,0,1,6
"python, java, jython",11461,307297,registered,chris01,False,41,0,0,78074843,1709128388,3,11,19
"html, css, pug",13,15470204,registered,padi Foley,False,28,0,-2,78074980,1709128386,0,0,3
"python, html, pandas, dataframe",95,12054441,registered,Pranav101py,True,33,2,0,78074082,1709128372,0,0,5
"node.js, firebase, google-cloud-firestore, google-cloud-tasks",454,3006927,registered,user3006927,False,69,1,2,78051822,1709128369,0,2,11
"php, laravel, validation, laravel-10, filamentphp",1,5768626,registered,MENKOUSS Med Abdellahi,False,33,1,0,78068920,1709128369,0,0,2
"c#, entity-framework-core, .net-8.0, ef-core-8.0",1341,2745306,registered,Marko,False,52,2,0,78068556,1709128356,1,5,14
"powershell, questdb",1337,3746691,registered,Alex des Pelagos,False,14,0,0,78074973,1709128344,0,2,9
"google-chrome, google-chrome-extension, chart.js, chrome-extension-manifest-v3",69,15768835,registered,Kartik Thakur,False,18,1,0,78073207,1709128324,0,1,7
"android, android-instant-apps",10929,15695,registered,BoD,True,1841,2,9,44858798,1709128301,3,13,21
next.js13,85,12178360,registered,Vitthal Kulkarni,False,7,0,0,78074964,1709128292,0,1,8
"java, bluej",1,18128565,registered,Onyx 1,False,32,0,-3,78074963,1709128290,0,0,2
"android, cordova, android-keystore, salesforce-mobile-sdk",1,23496898,registered,Krishna Meghwal,False,13,0,0,78074920,1709128282,0,0,1
"excel, powerquery, m",991,7037499,registered,dfresh22,True,24908,4,5,44186235,1709128280,1,6,15
"c++, qt, opengl, render-to-texture, multisampling",1,23476780,registered,Ken Adams,False,44,0,-1,78055997,1709128270,0,0,1
linkedin-api,35,13295771,registered,eliran,False,16,0,-2,78074960,1709128269,0,0,5
"spring, oauth-2.0, spring-cloud-gateway",73,16946690,registered,wileecoyote,True,819,1,0,75288751,1709128260,0,0,7
"angular, typescript, rxjs, rxjs-observables, rxjs-pipeable-operators",1637,2368862,registered,WorksOnMyLocal,False,29,2,0,78073893,1709128248,1,4,17
"c, esp32, webassembly, arduino-esp32, microprocessors",31,20190117,registered,macman,False,29,0,0,78074957,1709128240,0,0,6
"sql, json, oracle",3210,1009073,registered,user1009073,True,33,1,-1,78074752,1709128225,1,4,18
"python, matplotlib, pickle, python-3.11",318,16750631,registered,Hannibal,False,22,0,0,78054573,1709128216,0,1,9
"wordpress, apache, .htaccess, xampp",167,17312520,registered,Tibo Mertens,False,27,1,0,78074630,1709128188,0,0,11
"java, sharepoint, microsoft-graph-api, microsoft-graph-sdks",978,872846,registered,PastorPL,True,26,1,0,78074487,1709128159,3,5,17
"c#, wpf, listview, mvvm, focus",19,22969751,registered,Fedor Yudin,False,26,1,0,78072868,1709128122,0,0,6
"spring, spring-security, oauth-2.0, spring-oauth2, spring-authorization-server",2202,4255756,registered,usertest,True,130,2,0,77850783,1709128119,1,6,14
"java, pdfbox",87,13480237,registered,syedali SD,True,412,1,1,62728152,1709128091,0,1,8
".htaccess, url-rewriting",55,1797935,registered,user1797935,False,23,0,-1,78074907,1709128074,0,1,3
"reactjs, react-select",851,11124592,registered,Khushboo,True,67223,11,78,55830799,1709128074,1,4,13
"django, django-views, payment-gateway, razorpay",45,12614466,registered,ketanddadhe,True,1843,2,0,68924103,1709128074,0,0,5
"python-3.x, macos, tkinter, fonts",1,23496627,registered,Dariusz Ankowski,False,14,0,0,78074817,1709128069,0,0,2
"azure-iot-hub, azure-eventgrid, azure-iot-sdk, azure-iot-hub-device-management, azure-eventhub-client",47,8584032,registered,Venkatesh N,False,33,1,0,78073637,1709128026,0,1,5
"blockchain, solidity, escrow",21,17596327,registered,user585923,False,12,0,-1,78074935,1709128018,0,0,4
"sql, python-3.x, regex, python-re, sql-parser",1,13291437,registered,Azhak Anwar,False,30,0,-1,78070349,1709127989,0,0,1
"angular, typescript, angular-material-5",183,6280170,registered,Kamran Mushtaq,True,33880,5,14,49170893,1709127975,1,2,11
"javascript, css, vue.js, vuejs3",31,22918838,registered,Amr,True,56,2,2,78073100,1709127971,0,0,3
"typescript, typescript-generics",234,3671917,registered,Andre Medeiros,True,50,1,0,78073989,1709127960,0,2,7
"docker, kubernetes, spring-security, spring-oauth2, spring-authorization-server",81,18781174,registered,loredon,True,353,1,0,76243193,1709127942,0,0,6
"javascript, angular, typescript",587,8815101,registered,Veda,True,88595,9,22,50398284,1709127939,1,2,11
"reactjs, next.js",2815,5233879,registered,Lanil Marasinghe,False,11,0,0,78074930,1709127937,1,8,16
php,11,17459397,registered,omaralsayeed,False,41,1,0,78074883,1709127935,0,0,2
"swift, swiftui, avplayer, tvos, avplayerviewcontroller",1060,733042,registered,iosdev1111,False,17,0,0,78074927,1709127913,1,4,14
"swift, swiftui, path, swiftui-navigationsplitview",27,22894195,registered,Tessa Limbeek,False,17,0,0,78074925,1709127884,0,0,3
"java, oracle, docker, windows-7, testcontainers",1911,2219361,registered,Taoufik Mohdit,True,4632,1,0,55705417,1709127880,2,10,22
"swift, ubuntu, vapor",61,17803688,registered,AppNameExMin,False,21,0,0,78074633,1709127870,0,0,4
"azure-devops, azure-data-factory, cicd, azure-rbac",17,17049742,registered,Nilesh Patel,False,23,0,0,78074792,1709127868,0,0,5
"c#, razor-pages, asp-net-core-spa-services",1778,3376674,registered,Michael Socha,False,22,0,0,78071629,1709127862,1,5,13
"angular, typescript, angular-material",12540,8954773,registered,bereket gebredingle,True,160292,7,36,50264911,1709127858,2,8,23
"python, image-processing, image-stitching, image-slicer",11,23491022,registered,Burgera,False,29,0,1,78067987,1709127830,0,0,1
"python, scipy, interpolation",111,14861343,registered,jonsken,False,22,0,0,78074923,1709127817,0,1,8
"react-native, azure-devops, expo",3447,15904,registered,David Conlisk,True,45,1,0,78046599,1709127813,3,7,20
"javascript, midi, audio-player, tone.js",1,22907115,registered,Fyro,False,74,1,0,77473180,1709127793,0,0,2
"windows, visual-studio, powershell, visual-studio-code",2019,9537439,registered,Chris,False,516,1,0,75907783,1709127779,1,5,19
"ruby, macos, rubygems",811,6182944,registered,Lex B,True,136844,6,81,39381360,1709127754,1,4,3
"exchange-server, office365, exchangewebservices, ews-managed-api",21,5984879,registered,Amreek Singh,True,9779,3,2,35646793,1709127744,0,1,3
"mongodb, fiware, fiware-orion",41,10890125,registered,Furkan YIlmaZ,False,11,0,0,78074914,1709127742,0,0,5
"sql, postgresql, jsonb",69,9007000,registered,Siddarth Patil,True,27,1,-1,78074478,1709127731,0,0,8
"video, video-streaming, gstreamer, video-processing",2304,1045622,registered,Nathaniel Bubis,True,151,2,0,78033217,1709127727,1,8,21
"ruby, macos, rubygems",811,6182944,registered,Lex B,True,136844,6,81,39381360,1709127754,1,4,3
"exchange-server, office365, exchangewebservices, ews-managed-api",21,5984879,registered,Amreek Singh,True,9779,3,2,35646793,1709127744,0,1,3
"mongodb, fiware, fiware-orion",41,10890125,registered,Furkan YIlmaZ,False,11,0,0,78074914,1709127742,0,0,5
"sql, postgresql, jsonb",69,9007000,registered,Siddarth Patil,True,27,1,-1,78074478,1709127731,0,0,8
"video, video-streaming, gstreamer, video-processing",2304,1045622,registered,Nathaniel Bubis,True,151,2,0,78033217,1709127727,1,8,21
"azure, azureservicebus, azure-aks, azure-files, azure-file-share",21,4484920,registered,Jordan Dantas,False,28,0,0,78071049,1709127709,0,1,5
"redis, lua, redis-cluster",2563,1439122,registered,RRM,False,6,0,0,78074908,1709127706,0,8,19
"next.js, query-string, app-router, next.js14, generatestaticparams",55,18783228,registered,feelingreat,False,12,0,0,78074903,1709127671,0,0,5
"linux, docker",1175,2138149,registered,arun kamboj,True,68910,4,24,52272666,1709127665,1,3,19
r,36147,356790,registered,Suraj,True,34710,5,177,8637993,1709127663,6,10,28
"python, telegram, telethon",1,14111347,registered,Kenan Jaddeny,False,21,0,0,78074898,1709127659,0,0,2
"cloudflare, svelte, cloudflare-workers, sveltekit",5732,11506995,registered,Nick,True,1326,2,3,69057159,1709127648,3,9,27
"windows, windows-vista, rufus-scheduler",1,20806250,registered,user96807,False,5,0,0,78074895,1709127641,0,0,3
"python, mongodb, list, dictionary, object",1,23310506,registered,Kishan Babariya,False,33,0,0,78068813,1709127623,0,0,2
"docker-compose, cassandra, dockerfile",2469,7547722,registered,asn,False,22,0,0,78032714,1709127620,2,7,22
"css, reactjs, material-ui",9,14236035,registered,Jonas,False,22,1,-1,78074558,1709127616,0,0,2
"python, encryption, cryptography, aes, fernet",5,23212955,registered,Raahil Mohunta,False,28,0,-3,78074892,1709127607,0,0,3
"python, python-requests, telegram-bot",11,18425837,registered,user18425837,False,48,1,1,78067137,1709127577,0,0,3
"python, list, function, iterator, yield",95,12544725,registered,PIngu,True,1516,5,5,67858829,1709127564,0,1,10
"macos, indentation, auto-indent, visual-studio-code",1503,5726366,registered,Steph8,True,162875,16,59,35149275,1709127522,1,3,14
"azure, azure-functions, azure-web-app-service",15232,1818713,registered,Dean MacGregor,False,24,0,0,78074811,1709127518,4,12,30
"android, ims",375,9578155,registered,Joy Singh,False,3,0,0,78074882,1709127482,0,1,13
"mongodb, filter",2278,1419386,registered,hansi,True,32337,2,31,11052286,1709127474,1,6,15
"spring, oauth-2.0, openid-connect",308,10978688,registered,selllami,True,690,2,4,75062781,1709127457,0,2,14
"amazon-web-services, graphql, aws-api-gateway, aws-fargate",320,6437899,registered,coderAJ,False,14,1,0,78071454,1709127453,0,3,13
"next.js, pm2",629,4494813,registered,fahad shaikh,False,520,1,1,74054658,1709127437,1,5,16
"xamarin.forms, broadcastreceiver, android-12",1,16059485,registered,Dmitriy Milkin,True,1254,3,0,74375768,1709127434,0,0,3
maven-3,487,84694,registered,KJQ,True,930,3,0,77353592,1709127420,1,4,14
"android, kotlin, mapbox",11,23496084,registered,NK Chauhan,False,20,0,1,78073829,1709127416,0,0,3
"ios, manifest, privacy",65,22715753,registered,kostaspapa,False,358,0,4,77685710,1709127410,0,0,2
"javascript, jquery, html, css, twitter-bootstrap",625,3004797,registered,Studento919,True,1904,2,0,37659807,1709127402,1,3,21
"javascript, html, css, tabs",437,7808417,registered,Simple ,True,7027,3,1,54723528,1709127400,0,3,11
"node.js, mongodb, objectid",169,10476114,registered,crazymind,True,8250,1,5,52898531,1709127375,0,1,8
powerdesigner,231,2064682,registered,Raj,False,12,1,0,78068264,1709127360,0,1,9
"vercel, next.js13, next-auth",85,8571489,registered,Bogdan Andrei,False,132,2,0,77592558,1709127359,0,1,9
"swift, dynamic, shortcut",45,12654882,registered,JcbPrn,True,778,2,0,64270798,1709127352,0,0,6
"flutter, textfield",1234,14141494,registered,Timur,True,450,3,0,67902291,1709127341,0,7,11
"javascript, reactjs",99,23257660,registered,Hamza Anis,False,14,0,1,78074864,1709127334,0,0,4
"python, opencv",5,17416050,registered,Rimants Šiupienis,False,11,0,0,78074862,1709127332,0,0,1
"python, machine-learning, artificial-intelligence, python-3.8, python-click",3,17539700,registered,mericgeren,True,24,1,0,78074180,1709127325,0,0,3
"scala, scala-cats, continuations, callcc, cps",35,4583514,registered,Sergey Sviridov,True,132,1,1,78055394,1709127320,0,0,3
"json, postgresql",33,13354384,registered,ziazo,True,51,1,1,78059427,1709127316,0,0,5
"port, svelte, svelte-3",950,8815211,registered,Hypermystic,True,25832,4,47,57578775,1709127309,1,5,14
"ruby-on-rails, session, ruby-on-rails-4, subdomain",2012,1049170,registered,WeezHard,True,954,2,4,31892629,1709127303,1,5,19
"reactjs, next.js",637,10572332,registered,Makazau,False,11,0,0,78074860,1709127296,0,3,15
"swift, macos, swiftui, symbols, picker",18095,1655567,registered,Konrad,True,46,1,0,78072918,1709127290,3,15,27
"java, spring-boot, apache-kafka",11,23491737,registered,임띵동,False,34,1,1,78068967,1709127273,0,0,2
"java, spring, spring-batch, tasklet",1,15557301,registered,madhavi,False,33,0,-2,78074855,1709127260,0,0,2
"linux, service, command, devops",251,15150961,registered,Kuldip Mori,True,70352,2,23,66314858,1709127256,1,2,8
"laravel, laravel-8, soft-delete",69,12603622,registered,Fauzan Zaman,True,66,2,1,74555668,1709127245,0,0,6
"html, css, vue.js, vuejs3, modal-dialog",165,20343913,registered,Michael,True,43,1,0,78071254,1709127226,0,2,7
bash,11,14309109,registered,bwajda,False,17,0,1,78074849,1709127218,0,0,1
"windows, operating-system",1,22257664,registered,Droopy,False,8,0,0,78074840,1709127205,0,0,2
"json, postgresql, spring-boot, spring-data-jpa, liquibase",2187,2800089,registered,user2800089,True,36682,5,18,65478350,1709127203,1,4,14
"c#, idisposable",19,23496547,registered,AgentCooper,False,46,0,1,78074847,1709127199,0,0,1
"ios, uisplitviewcontroller, catalyst",5205,340354,registered,scrrr,False,4,0,-1,78074846,1709127197,1,7,17
"excel, vba",329,2741620,registered,user2741620,True,44,2,0,78056632,1709127190,1,2,9
"ruby-on-rails, http, rest, ruby-on-rails-3.1, mime",45279,18706,registered,mahemoff,True,41731,8,24,15227145,1709127182,6,18,35
"hadoop, mapreduce",11,23495922,registered,Kha Nguyễn L&#234; Ho&#224;ng,False,8,1,1,78073659,1709127170,0,0,1
"python, visual-studio-code, jupyter-notebook",131,12969482,registered,DS14,False,16,1,0,78074132,1709127147,0,0,8
"svelte, vite, sveltekit, cloudflare-pages",571,5362780,registered,mccuna,True,1555,2,6,74904528,1709127137,0,5,11
"vba, ms-word, word-contentcontrol",101,17823107,registered,e-shirt,True,109,1,0,77300770,1709127137,0,0,3
"sql, date-format, leap-year",19,13483460,registered,TYEKHAN,False,792,1,1,71508845,1709127129,0,0,3
"javascript, html, html-table, concatenation, iterated-function",19,8260320,registered,CarpKing,False,36,1,0,78067627,1709127126,0,0,2
"c++, c, gcc, c-preprocessor, preprocessor",1024,9206667,registered,Lance E.T. Compte,True,69,2,3,78071873,1709127124,1,6,22
"c#, .net, email, tls1.2",121,8562378,registered,Angelo,True,1282,1,2,53635096,1709127122,0,1,8
"c#, .net, unit-testing, code-coverage, mstest",8663,106528,registered,SmartestVEGA,True,302,2,3,46399161,1709127116,2,6,18
"typescript, playwright, data-driven-tests, playwright-test",129,12045701,registered,Prasad,False,5719,1,2,70769201,1709127108,1,1,8
r,11,23492410,registered,Angelica ,False,16,1,1,78069786,1709127102,0,0,1
"node.js, supabase, express-jwt, supabase-js",47,13550652,registered,Alexis,False,7,0,0,78074830,1709127102,0,0,7
"vuejs3, server-side-rendering, quasar",1298,14952975,registered,morteza mortezaie,False,15,0,0,78074411,1709127091,0,5,14
"ag-grid, ag-grid-ng2, ag-grid-angular",745,2657121,registered,iPhoneJavaDev,True,6174,4,3,54284108,1709127086,1,3,19
"c++, type-traits, std-bitset",41,12354856,registered,userName,False,38,0,-2,78069791,1709127084,0,0,2
"c++, c++23, std-expected",1,23485964,registered,GG23,False,79,0,-2,78062977,1709127078,0,0,1
"c#, visual-studio-2008, xml-serialization",19646,23671,registered,Hemant,True,61884,6,134,934411,1709127072,3,13,30
"google-tag-manager, google-analytics-4",28,9832879,registered,Aarushi Jain,True,430,2,0,77088697,1709127066,0,0,6
"vaadin, vaadin-flow",322,14409144,registered,Evan,False,20,0,1,78070740,1709127053,0,1,10
"python, reactjs, django",103,9227818,registered,Matthew Cho,False,76,1,0,68858707,1709127019,0,1,4
"php, destructuring",8927,416797,registered,Cotten,True,71133,6,80,28232945,1709127019,2,9,16
"reactjs, ecmascript-6",25126,627492,registered,Duke Dougal,True,383291,47,309,30116430,1709127018,5,8,20
"c#, .net, resources, icons",1780,388664,registered,Nikola Malešević,True,8100,4,6,4127785,1709127018,3,6,22
"android, android-edittext, decimal-point",3891,458361,registered,mseo,True,150356,25,159,3821539,1709127017,2,8,16
"php, destructuring",8927,416797,registered,Cotten,True,71133,6,80,28232945,1709127019,2,9,16
"reactjs, ecmascript-6",25126,627492,registered,Duke Dougal,True,383291,47,309,30116430,1709127018,5,8,20
"c#, .net, resources, icons",1780,388664,registered,Nikola Malešević,True,8100,4,6,4127785,1709127018,3,6,22
"android, android-edittext, decimal-point",3891,458361,registered,mseo,True,150356,25,159,3821539,1709127017,2,8,16
cassandra-4.0,1,19542775,registered,Mahesh ,False,10,0,0,78074818,1709127003,0,0,1
"enums, iteration, rust",1793,3238828,registered,dougli1sqrd,True,95913,11,167,21371534,1709127003,2,3,7
"c++, stl, stdvector",43,3729406,registered,Jean-Marie H,False,86,0,-2,78036280,1709126988,0,0,6
"c#, google-chrome",1,23374460,registered,omro,False,26,1,0,78066672,1709126958,0,0,2
